run_timestamp,position_mm,delta_mm,sensor,chip,threshold,threshold_reg,counter_index,vth_bl,dac,integration_requested_s,measured_time_s,count_initial,count_final,hits,hits_per_s,status,analysis_mode,note
2026-05-21T11:20:42,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,250,20.000,20.786,8849838,8872696,22858,1142.900000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH0
2026-05-21T11:20:42,88.3,39.0,sensor2_serial,1,0,4,0,120,250,20.000,20.786,2299848,4073907,1774059,88702.950000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:21:05,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,249,20.000,20.735,8873735,8875209,1474,73.700000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH0
2026-05-21T11:21:05,88.3,39.0,sensor2_serial,1,0,4,0,120,249,20.000,20.735,4247389,5223463,976074,48803.700000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:21:28,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,248,20.000,20.718,8875302,8875664,362,18.100000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH0
2026-05-21T11:21:28,88.3,39.0,sensor2_serial,1,0,4,0,120,248,20.000,20.718,5315491,5758694,443203,22160.150000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:21:51,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,247,20.000,20.775,8875682,8875777,95,4.750000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH0
2026-05-21T11:21:51,88.3,39.0,sensor2_serial,1,0,4,0,120,247,20.000,20.775,5803354,6189848,386494,19324.700000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:22:14,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,246,20.000,20.726,8875784,8875814,30,1.500000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH0
2026-05-21T11:22:14,88.3,39.0,sensor2_serial,1,0,4,0,120,246,20.000,20.726,6227105,6419802,192697,9634.850000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:22:37,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,245,20.000,20.764,8875815,8875833,18,0.900000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH0
2026-05-21T11:22:37,88.3,39.0,sensor2_serial,1,0,4,0,120,245,20.000,20.764,6436951,6510993,74042,3702.100000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:22:59,88.3,39.0,sensor1_raspberry,5,TH0,4,0,107,244,20.000,20.715,8875834,8875849,15,0.750000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH0
2026-05-21T11:22:59,88.3,39.0,sensor2_serial,1,0,4,0,120,244,20.000,20.715,6511029,6516855,5826,291.300000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
